idx	num_cells	cell_types	K562_score 	THP1_score 
60	2	1.0	-0.17857142857142855	-1.249579831932773
224	2	0.0	-0.4448621553884711	-0.23387989342078297
249	2	0.0	-0.474937343358396	0.8870465259274442
379	2	1.0	-0.13471177944862156	-0.7151260504201681
380	2	1.0	0.0914786967418546	-0.9588030334084853
404	2	1.0	-0.3421052631578948	-0.9768805083008814
411	2	1.0	-0.23120300751879697	-1.0987087517934002
446	2	1.0	-0.3276942355889724	-1.0873949579831934
693	2	1.0	-0.268796992481203	-1.0852838696454192
709	2	1.0	0.043859649122807015	-0.5651158024185283
776	2	1.0	-0.17606516290726817	-0.5709981553597049
